Year;Month;Day;Date;CZ
2020;3;18;18/3/2020;0.557388972055888
2020;3;19;19/3/2020;0.558448103792415
2020;3;20;20/3/2020;0.555575099800399
2020;3;21;21/3/2020;0.567756986027944
2020;3;22;22/3/2020;0.562764471057884
2020;3;23;23/3/2020;0.561655439121757
2020;3;24;24/3/2020;0.54313373253493
2020;3;25;25/3/2020;0.545381736526946
2020;3;26;26/3/2020;0.553957085828343
2020;3;27;27/3/2020;0.531439620758483
2020;3;28;28/3/2020;0.512554890219561
2020;3;29;29/3/2020;0.501364770459082
2020;3;30;30/3/2020;0.489614520958084
2020;3;31;31/3/2020;0.230840818363274
2020;4;1;1/4/2020;0.475845808383234
2020;4;2;2/4/2020;0.473833582834331
2020;4;3;3/4/2020;0.452869261477046
2020;4;4;4/4/2020;0.456075349301397
2020;4;5;5/4/2020;0.446875
2020;4;6;6/4/2020;0.425249500998004
2020;4;7;7/4/2020;0.406016716566866
2020;4;8;8/4/2020;0.397359031936128
2020;4;9;9/4/2020;0.392880489021956
2020;4;10;10/4/2020;0.38809880239521
2020;4;11;11/4/2020;0.398868512974052
2020;4;12;12/4/2020;0.411127744510978
2020;4;13;13/4/2020;0.41312375249501
2020;4;14;14/4/2020;0.388333333333333
2020;4;15;15/4/2020;0.417240518962076
2020;4;16;16/4/2020;0.397927894211577
2020;4;17;17/4/2020;0.391506986027944
2020;4;18;18/4/2020;0.385449101796407
2020;4;19;19/4/2020;0.368183632734531
2020;4;20;20/4/2020;0.347572355289421
2020;4;21;21/4/2020;0.346710329341317
2020;4;22;22/4/2020;0.346840069860279
2020;4;23;23/4/2020;0.344714321357285
2020;4;24;24/4/2020;0.338247255489022
2020;4;25;25/4/2020;0.326064121756487
2020;4;26;26/4/2020;0.311666666666667
2020;4;27;27/4/2020;0.294800399201597
2020;4;28;28/4/2020;0.147619760479042
2020;4;29;29/4/2020;0.275657435129741
2020;4;30;30/4/2020;0.27376497005988
2020;5;1;1/5/2020;0.269598303393214
2020;5;2;2/5/2020;0.269270209580838
2020;5;3;3/5/2020;0.284277694610778
2020;5;4;4/5/2020;0.281525698602794
2020;5;5;5/5/2020;0.299658183632734
2020;5;6;6/5/2020;0.297750748502994
2020;5;7;7/5/2020;0.301085329341317
2020;5;8;8/5/2020;0.292095808383234
2020;5;9;9/5/2020;0.309602045908184
2020;5;10;10/5/2020;0.297991516966068
2020;5;11;11/5/2020;0.293191117764471
2020;5;12;12/5/2020;0.254525948103792
2020;5;13;13/5/2020;0.260510229540918
2020;5;14;14/5/2020;0.259083083832335
2020;5;15;15/5/2020;0.29874500998004
2020;5;16;16/5/2020;0.304059381237525
2020;5;17;17/5/2020;0.299537175648703
2020;5;18;18/5/2020;0.273557884231537
